Mnemonic,EDE2C.D7,EDB3C.D7,EDE3C.D7,EDB4C.D7,EDE4C.D7,EDB5C.D7,EDE5C.D7,EDB6C.D7,EDE6C.D7,EDB1C.D7,EDE1C.D7
6/13/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/14/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/15/1992,95.83,95.12,95.21,94.68,95.12,94.24,94.68,93.69,94.24,95.83,96.00
6/16/1992,95.27,95.20,95.20,94.78,94.78,94.32,94.32,93.76,93.76,95.87,95.87
6/17/1992,95.30,95.22,95.22,94.82,94.82,94.35,94.35,93.78,93.78,95.87,95.87
6/18/1992,95.37,95.29,95.29,94.89,94.89,94.41,94.41,93.84,93.84,95.90,95.90
6/19/1992,95.29,95.18,95.18,94.78,94.78,94.33,94.33,93.77,93.77,95.85,95.85
6/20/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/21/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/22/1992,95.33,95.23,95.23,94.83,94.83,94.37,94.37,93.81,93.81,95.88,95.88
6/23/1992,95.29,95.18,95.18,94.77,94.77,94.31,94.31,93.75,93.75,95.86,95.86
6/24/1992,95.44,95.34,95.34,94.93,94.93,94.46,94.46,93.89,93.89,95.96,95.96
6/25/1992,95.52,95.42,95.42,95.01,95.01,94.55,94.55,93.98,93.98,96.00,96.00
6/26/1992,95.52,95.42,95.42,95.02,95.02,94.55,94.55,93.97,93.97,96.01,96.01
6/27/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/28/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6/29/1992,95.59,95.49,95.49,95.09,95.09,94.61,94.61,94.03,94.03,96.07,96.07
6/30/1992,95.59,95.49,95.49,95.09,95.09,94.60,94.60,94.02,94.02,96.07,96.07
7/1/1992,95.63,95.53,95.53,95.13,95.13,94.64,94.64,94.06,94.06,96.10,96.10
7/2/1992,95.94,95.86,95.86,95.46,95.46,94.97,94.97,94.37,94.37,96.37,96.37
7/3/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/4/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/5/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/6/1992,95.98,95.92,95.92,95.55,95.55,95.06,95.06,94.46,94.46,96.39,96.39
7/7/1992,96.02,95.96,95.96,95.61,95.61,95.16,95.16,94.56,94.56,96.42,96.42
7/8/1992,95.99,95.93,95.93,95.57,95.57,95.11,95.11,94.51,94.51,96.41,96.41
7/9/1992,96.02,95.96,95.96,95.59,95.59,95.12,95.12,94.52,94.52,96.45,96.45
7/10/1992,96.03,95.99,95.99,95.64,95.64,95.16,95.16,94.56,94.56,96.46,96.46
7/11/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/12/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/13/1992,96.03,95.98,95.98,95.65,95.65,95.18,95.18,94.58,94.58,96.46,96.46
7/14/1992,96.06,96.02,96.02,95.69,95.69,95.23,95.23,94.63,94.63,96.48,96.48
7/15/1992,96.12,96.10,96.10,95.79,95.79,95.37,95.37,94.77,94.77,96.54,96.54
7/16/1992,96.12,96.10,96.10,95.78,95.78,95.38,95.38,94.79,94.79,96.54,96.54
7/17/1992,96.10,96.07,96.07,95.75,95.75,95.36,95.36,94.77,94.77,96.53,96.53
7/18/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/19/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/20/1992,96.09,96.05,96.05,95.72,95.72,95.34,95.34,94.75,94.75,96.53,96.53
7/21/1992,96.07,96.03,96.03,95.71,95.71,95.34,95.34,94.74,94.74,96.53,96.53
7/22/1992,96.10,96.06,96.06,95.76,95.76,95.40,95.40,94.80,94.80,96.53,96.53
7/23/1992,96.17,96.13,96.13,95.84,95.84,95.48,95.48,94.90,94.90,96.53,96.53
7/24/1992,96.15,96.10,96.10,95.81,95.81,95.44,95.44,94.86,94.86,96.53,96.53
7/25/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/27/1992,96.15,96.09,96.09,95.79,95.79,95.38,95.38,94.80,94.80,96.51,96.51
7/28/1992,96.19,96.12,96.12,95.82,95.82,95.43,95.43,94.85,94.85,96.53,96.53
7/29/1992,96.17,96.12,96.12,95.82,95.82,95.42,95.42,94.84,94.84,96.52,96.52
7/30/1992,96.14,96.07,96.07,95.75,95.75,95.33,95.33,94.72,94.72,96.50,96.50
7/31/1992,96.09,95.99,95.99,95.65,95.65,95.25,95.25,94.65,94.65,96.48,96.48
8/1/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/2/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/3/1992,96.14,96.02,96.02,95.66,95.66,95.24,95.24,94.64,94.64,96.53,96.53
8/4/1992,96.19,96.12,96.12,95.76,95.76,95.35,95.35,94.75,94.75,96.54,96.54
8/5/1992,96.19,96.09,96.09,95.75,95.75,95.35,95.35,94.77,94.77,96.54,96.54
8/6/1992,96.19,96.10,96.10,95.76,95.76,95.37,95.37,94.80,94.80,96.55,96.55
8/7/1992,96.31,96.25,96.25,95.94,95.94,95.54,95.54,94.97,94.97,96.60,96.60
8/8/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/9/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/10/1992,96.36,96.32,96.32,96.02,96.02,95.63,95.63,95.07,95.07,96.61,96.61
8/11/1992,96.36,96.32,96.32,96.02,96.02,95.62,95.62,95.05,95.05,96.60,96.60
8/12/1992,96.36,96.31,96.31,96.00,96.00,95.58,95.58,94.99,94.99,96.60,96.60
8/13/1992,96.34,96.27,96.27,95.97,95.97,95.56,95.56,94.97,94.97,96.60,96.60
8/14/1992,96.36,96.34,96.34,96.05,96.05,95.65,95.65,95.05,95.05,96.62,96.62
8/15/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/16/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/17/1992,96.38,96.36,96.36,96.08,96.08,95.69,95.69,95.08,95.08,96.62,96.62
8/18/1992,96.46,96.45,96.45,96.17,96.17,95.79,95.79,95.20,95.20,96.65,96.65
8/19/1992,96.46,96.45,96.45,96.17,96.17,95.79,95.79,95.20,95.20,96.65,96.65
8/20/1992,96.46,96.44,96.44,96.16,96.16,95.79,95.79,95.21,95.21,96.64,96.64
8/21/1992,96.41,96.36,96.36,96.06,96.06,95.70,95.70,95.11,95.11,96.61,96.61
8/22/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/23/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/24/1992,96.30,96.20,96.20,95.88,95.88,95.50,95.50,94.90,94.90,96.54,96.54
8/25/1992,96.29,96.19,96.19,95.87,95.87,95.47,95.47,94.86,94.86,96.53,96.53
8/26/1992,96.35,96.27,96.27,95.96,95.96,95.56,95.56,94.94,94.94,96.53,96.53
8/27/1992,96.35,96.29,96.29,95.99,95.99,95.60,95.60,94.99,94.99,96.54,96.54
8/28/1992,96.36,96.32,96.32,96.02,96.02,95.63,95.63,95.04,95.04,96.54,96.54
8/29/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/30/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/31/1992,96.37,96.34,96.34,96.05,96.05,95.67,95.67,95.08,95.08,96.54,96.54
9/1/1992,96.41,96.11,96.39,95.75,96.11,95.18,95.75,94.94,95.18,96.41,96.56
9/2/1992,96.43,96.12,96.40,95.76,96.12,95.19,95.76,94.96,95.19,96.43,96.58
9/3/1992,96.44,96.12,96.40,95.74,96.12,95.17,95.74,94.94,95.17,96.44,96.59
9/4/1992,96.73,96.41,96.70,96.05,96.41,95.46,96.05,95.21,95.46,96.73,96.84
9/5/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/6/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/7/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/8/1992,96.77,96.47,96.75,96.13,96.47,95.55,96.13,95.30,95.55,96.77,96.83
9/9/1992,96.74,96.44,96.71,96.10,96.44,95.52,96.10,95.26,95.52,96.74,96.82
9/10/1992,96.75,96.46,96.73,96.12,96.46,95.54,96.12,95.27,95.54,96.75,96.83
9/11/1992,96.75,96.43,96.71,96.08,96.43,95.50,96.08,95.22,95.50,96.75,96.82
9/12/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/13/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/14/1992,96.83,96.48,96.77,96.14,96.48,95.56,96.14,95.27,95.56,96.83,96.87
9/15/1992,96.71,96.38,96.38,96.03,96.03,95.47,95.47,95.19,95.19,96.80,96.80
9/16/1992,96.75,96.43,96.43,96.06,96.06,95.50,95.50,95.20,95.20,96.83,96.83
9/17/1992,96.75,96.43,96.43,96.06,96.06,95.50,95.50,95.20,95.20,96.83,96.83
9/18/1992,96.77,96.45,96.45,96.08,96.08,95.51,95.51,95.20,95.20,96.84,96.84
9/19/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/20/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/21/1992,96.74,96.41,96.41,96.03,96.03,95.46,95.46,95.15,95.15,96.81,96.81
9/22/1992,96.68,96.36,96.36,95.97,95.97,95.39,95.39,95.08,95.08,96.77,96.77
9/23/1992,96.65,96.32,96.32,95.93,95.93,95.33,95.33,95.03,95.03,96.72,96.72
9/24/1992,96.72,96.41,96.41,96.02,96.02,95.40,95.40,95.08,95.08,96.77,96.77
9/25/1992,96.83,96.55,96.55,96.18,96.18,95.55,95.55,95.22,95.22,96.87,96.87
9/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/27/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/28/1992,96.84,96.56,96.56,96.21,96.21,95.62,95.62,95.31,95.31,96.87,96.87
9/29/1992,96.81,96.53,96.53,96.18,96.18,95.59,95.59,95.28,95.28,96.86,96.86
9/30/1992,96.81,96.51,96.51,96.15,96.15,95.54,95.54,95.22,95.22,96.86,96.86
10/1/1992,96.95,96.65,96.65,96.27,96.27,95.68,95.68,95.36,95.36,96.99,96.99
10/2/1992,96.89,96.60,96.60,96.23,96.23,95.68,95.68,95.38,95.38,96.91,96.91
10/3/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/4/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/5/1992,96.90,96.60,96.60,96.22,96.22,95.67,95.67,95.38,95.38,96.92,96.92
10/6/1992,96.84,96.52,96.52,96.13,96.13,95.56,95.56,95.27,95.27,96.86,96.86
10/7/1992,96.71,96.36,96.36,95.96,95.96,95.38,95.38,95.09,95.09,96.76,96.76
10/8/1992,96.78,96.43,96.43,96.03,96.03,95.42,95.42,95.12,95.12,96.82,96.82
10/9/1992,96.58,96.21,96.21,95.77,95.77,95.15,95.15,94.86,94.86,96.67,96.67
10/10/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/11/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/12/1992,96.61,96.23,96.23,95.76,95.76,95.14,95.14,94.85,94.85,96.69,96.69
10/13/1992,96.61,96.24,96.24,95.78,95.78,95.17,95.17,94.88,94.88,96.67,96.67
10/14/1992,96.54,96.18,96.18,95.72,95.72,95.10,95.10,94.81,94.81,96.60,96.60
10/15/1992,96.56,96.21,96.21,95.76,95.76,95.13,95.13,94.84,94.84,96.61,96.61
10/16/1992,96.56,96.18,96.18,95.72,95.72,95.09,95.09,94.79,94.79,96.61,96.61
10/17/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/18/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/19/1992,96.44,96.03,96.03,95.55,95.55,94.94,94.94,94.65,94.65,96.50,96.50
10/20/1992,96.22,95.73,95.73,95.22,95.22,94.60,94.60,94.34,94.34,96.31,96.31
10/21/1992,96.36,95.91,95.91,95.39,95.39,94.76,94.76,94.49,94.49,96.44,96.44
10/22/1992,96.38,95.94,95.94,95.45,95.45,94.82,94.82,94.54,94.54,96.44,96.44
10/23/1992,96.28,95.79,95.79,95.29,95.29,94.66,94.66,94.40,94.40,96.34,96.34
10/24/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/25/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/26/1992,96.32,95.82,95.82,95.33,95.33,94.68,94.68,94.42,94.42,96.37,96.37
10/27/1992,96.38,95.91,95.91,95.45,95.45,94.81,94.81,94.56,94.56,96.41,96.41
10/28/1992,96.37,95.91,95.91,95.46,95.46,94.83,94.83,94.59,94.59,96.39,96.39
10/29/1992,96.39,95.96,95.96,95.52,95.52,94.90,94.90,94.66,94.66,96.39,96.39
10/30/1992,96.34,95.91,95.91,95.46,95.46,94.83,94.83,94.59,94.59,96.33,96.33
10/31/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/1/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/2/1992,96.31,95.86,95.86,95.40,95.40,94.77,94.77,94.52,94.52,96.29,96.29
11/3/1992,96.37,95.89,95.89,95.43,95.43,94.76,94.76,94.52,94.52,96.33,96.33
11/4/1992,96.37,95.91,95.91,95.44,95.44,94.76,94.76,94.51,94.51,96.34,96.34
11/5/1992,96.40,95.94,95.94,95.48,95.48,94.78,94.78,94.52,94.52,96.38,96.38
11/6/1992,96.28,95.80,95.80,95.33,95.33,94.65,94.65,94.39,94.39,96.28,96.28
11/7/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/8/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/9/1992,96.23,95.73,95.73,95.25,95.25,94.59,94.59,94.34,94.34,96.23,96.23
11/10/1992,96.29,95.82,95.82,95.35,95.35,94.70,94.70,94.45,94.45,96.24,96.24
11/11/1992,96.32,95.89,95.89,95.47,95.47,94.80,94.80,94.54,94.54,96.24,96.24
11/12/1992,96.34,95.93,95.93,95.52,95.52,94.87,94.87,94.61,94.61,96.24,96.24
11/13/1992,96.22,95.82,95.82,95.40,95.40,94.75,94.75,94.50,94.50,96.15,96.15
11/14/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/15/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/16/1992,96.06,95.67,95.67,95.24,95.24,94.61,94.61,94.38,94.38,95.98,95.98
11/17/1992,96.10,95.73,95.73,95.30,95.30,94.66,94.66,94.43,94.43,95.95,95.95
11/18/1992,96.23,95.84,95.84,95.41,95.41,94.75,94.75,94.51,94.51,96.09,96.09
11/19/1992,96.18,95.79,95.79,95.38,95.38,94.72,94.72,94.48,94.48,96.05,96.05
11/20/1992,96.11,95.73,95.73,95.31,95.31,94.65,94.65,94.41,94.41,96.01,96.01
11/21/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/22/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/23/1992,96.09,95.71,95.71,95.29,95.29,94.63,94.63,94.39,94.39,96.00,96.00
11/24/1992,96.19,95.79,95.79,95.36,95.36,94.69,94.69,94.46,94.46,96.09,96.09
11/25/1992,96.10,95.71,95.71,95.26,95.26,94.59,94.59,94.37,94.37,96.04,96.04
11/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/27/1992,96.01,95.57,95.57,95.10,95.10,94.44,94.44,94.23,94.23,95.99,95.99
11/28/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/30/1992,96.04,95.56,95.56,95.07,95.07,94.41,94.41,94.20,94.20,96.01,96.01
12/1/1992,96.05,95.06,95.56,94.40,95.06,94.19,94.40,93.82,94.19,96.05,96.03
12/2/1992,96.11,95.08,95.59,94.40,95.08,94.19,94.40,93.82,94.19,96.11,96.10
12/3/1992,96.14,95.10,95.61,94.43,95.10,94.22,94.43,93.85,94.22,96.14,96.16
12/4/1992,96.24,95.24,95.75,94.55,95.24,94.34,94.55,93.97,94.34,96.24,96.25
12/5/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/6/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/7/1992,96.26,95.35,95.81,94.69,95.35,94.48,94.69,94.11,94.48,96.26,96.27
12/8/1992,96.31,95.41,95.87,94.76,95.41,94.55,94.76,94.18,94.55,96.31,96.33
12/9/1992,96.30,95.38,95.85,94.73,95.38,94.52,94.73,94.16,94.52,96.30,96.35
12/10/1992,96.28,95.35,95.83,94.70,95.35,94.49,94.70,94.14,94.49,96.28,96.37
12/11/1992,96.19,95.19,95.70,94.54,95.19,94.34,94.54,94.00,94.34,96.19,96.34
12/12/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/14/1992,96.10,95.11,95.62,94.48,95.11,94.28,94.48,93.95,94.28,96.10,96.37
12/15/1992,95.71,95.21,95.21,94.59,94.59,94.37,94.37,94.03,94.03,96.15,96.15
12/16/1992,95.83,95.35,95.35,94.73,94.73,94.50,94.50,94.15,94.15,96.27,96.27
12/17/1992,95.76,95.28,95.28,94.66,94.66,94.44,94.44,94.09,94.09,96.22,96.22
12/18/1992,95.82,95.35,95.35,94.71,94.71,94.48,94.48,94.13,94.13,96.28,96.28
12/19/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/20/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/21/1992,95.88,95.42,95.42,94.77,94.77,94.53,94.53,94.17,94.17,96.31,96.31
12/22/1992,95.91,95.47,95.47,94.82,94.82,94.60,94.60,94.24,94.24,96.33,96.33
12/23/1992,95.91,95.49,95.49,94.86,94.86,94.62,94.62,94.26,94.26,96.33,96.33
12/24/1992,95.91,95.50,95.50,94.88,94.88,94.67,94.67,94.30,94.30,96.33,96.33
12/25/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/27/1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/28/1992,95.89,95.47,95.47,94.86,94.86,94.65,94.65,94.28,94.28,96.31,96.31
12/29/1992,95.89,95.48,95.48,94.88,94.88,94.67,94.67,94.31,94.31,96.31,96.31
12/30/1992,95.97,95.55,95.55,94.95,94.95,94.74,94.74,94.38,94.38,96.39,96.39
12/31/1992,95.93,95.52,95.52,94.89,94.89,94.67,94.67,94.32,94.32,96.36,96.36
1/1/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/3/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/4/1993,96.07,95.65,95.65,95.03,95.03,94.81,94.81,94.46,94.46,96.44,96.44
1/5/1993,96.05,95.63,95.63,95.01,95.01,94.79,94.79,94.44,94.44,96.42,96.42
1/6/1993,96.04,95.61,95.61,94.99,94.99,94.77,94.77,94.42,94.42,96.41,96.41
1/7/1993,95.94,95.48,95.48,94.86,94.86,94.64,94.64,94.30,94.30,96.38,96.38
1/8/1993,96.10,95.65,95.65,95.02,95.02,94.79,94.79,94.42,94.42,96.47,96.47
1/9/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/10/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/11/1993,96.13,95.71,95.71,95.09,95.09,94.86,94.86,94.49,94.49,96.48,96.48
1/12/1993,96.11,95.68,95.68,95.07,95.07,94.85,94.85,94.48,94.48,96.48,96.48
1/13/1993,96.14,95.73,95.73,95.12,95.12,94.89,94.89,94.52,94.52,96.49,96.49
1/14/1993,96.22,95.83,95.83,95.23,95.23,94.99,94.99,94.60,94.60,96.53,96.53
1/15/1993,96.34,95.97,95.97,95.38,95.38,95.11,95.11,94.70,94.70,96.64,96.64
1/16/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/17/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/18/1993,96.34,95.96,95.96,95.36,95.36,95.10,95.10,94.69,94.69,96.64,96.64
1/19/1993,96.31,95.91,95.91,95.32,95.32,95.07,95.07,94.67,94.67,96.60,96.60
1/20/1993,96.28,95.86,95.86,95.26,95.26,95.01,95.01,94.62,94.62,96.58,96.58
1/21/1993,96.31,95.92,95.92,95.33,95.33,95.08,95.08,94.68,94.68,96.60,96.60
1/22/1993,96.39,96.01,96.01,95.42,95.42,95.18,95.18,94.78,94.78,96.65,96.65
1/23/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/25/1993,96.42,96.05,96.05,95.49,95.49,95.24,95.24,94.84,94.84,96.66,96.66
1/26/1993,96.37,95.98,95.98,95.42,95.42,95.18,95.18,94.79,94.79,96.63,96.63
1/27/1993,96.44,96.09,96.09,95.54,95.54,95.29,95.29,94.89,94.89,96.67,96.67
1/28/1993,96.49,96.17,96.17,95.63,95.63,95.38,95.38,94.98,94.98,96.69,96.69
1/29/1993,96.49,96.17,96.17,95.63,95.63,95.39,95.39,94.99,94.99,96.69,96.69
1/30/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/31/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/1993,96.49,96.17,96.17,95.64,95.64,95.40,95.40,95.01,95.01,96.68,96.68
2/2/1993,96.41,96.07,96.07,95.54,95.54,95.30,95.30,94.92,94.92,96.64,96.64
2/3/1993,96.41,96.06,96.06,95.52,95.52,95.28,95.28,94.89,94.89,96.64,96.64
2/4/1993,96.46,96.14,96.14,95.60,95.60,95.36,95.36,94.97,94.97,96.67,96.67
2/5/1993,96.57,96.27,96.27,95.74,95.74,95.51,95.51,95.12,95.12,96.71,96.71
2/6/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/7/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/8/1993,96.51,96.20,96.20,95.67,95.67,95.45,95.45,95.07,95.07,96.68,96.68
2/9/1993,96.47,96.14,96.14,95.59,95.59,95.38,95.38,95.00,95.00,96.67,96.67
2/10/1993,96.42,96.07,96.07,95.49,95.49,95.27,95.27,94.89,94.89,96.65,96.65
2/11/1993,96.50,96.18,96.18,95.63,95.63,95.40,95.40,95.01,95.01,96.68,96.68
2/12/1993,96.49,96.18,96.18,95.64,95.64,95.40,95.40,95.01,95.01,96.68,96.68
2/13/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/14/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/15/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/16/1993,96.51,96.21,96.21,95.69,95.69,95.46,95.46,95.07,95.07,96.68,96.68
2/17/1993,96.55,96.28,96.28,95.79,95.79,95.57,95.57,95.19,95.19,96.71,96.71
2/18/1993,96.63,96.39,96.39,95.94,95.94,95.74,95.74,95.36,95.36,96.77,96.77
2/19/1993,96.62,96.39,96.39,95.93,95.93,95.73,95.73,95.36,95.36,96.77,96.77
2/20/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/1993,96.62,96.39,96.39,95.93,95.93,95.74,95.74,95.37,95.37,96.77,96.77
