Mnemonic,FFB2C.D7,FFE2C.D7,FFB3C.D7,FFE3C.D7,FFB4C.D7,FFE4C.D7,FFB5C.D7,FFE5C.D7,FFB6C.D7,FFE6C.D7,FFB7C.D7,FFE7C.D7,FFB1C.D7,FFE1C.D7
9/25/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/26/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/27/1999,94.68,94.72,94.66,94.68,94.62,94.66,94.56,94.62,94.50,94.56,94.46,94.50,94.72,94.77
9/28/1999,94.68,94.72,94.66,94.68,94.62,94.66,94.58,94.62,94.52,94.58,94.47,94.52,94.72,94.77
9/29/1999,94.67,94.71,94.64,94.67,94.61,94.64,94.57,94.61,94.50,94.57,94.44,94.50,94.71,94.77
9/30/1999,94.67,94.72,94.66,94.67,94.62,94.66,94.58,94.62,94.51,94.58,94.45,94.51,94.72,94.78
10/1/1999,94.61,94.64,94.56,94.61,94.49,94.56,94.41,94.49,94.32,94.41,#N/A,94.32,94.64,94.69
10/2/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/3/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/4/1999,94.61,94.65,94.56,94.61,94.49,94.56,94.41,94.49,94.32,94.41,#N/A,94.32,94.65,94.71
10/5/1999,94.59,94.67,94.51,94.59,94.44,94.51,94.31,94.44,94.22,94.31,#N/A,94.22,94.67,94.74
10/6/1999,94.59,94.68,94.53,94.59,94.43,94.53,94.33,94.43,94.24,94.33,#N/A,94.24,94.68,94.75
10/7/1999,94.59,94.68,94.53,94.59,94.41,94.53,94.33,94.41,94.22,94.33,#N/A,94.22,94.68,94.75
10/8/1999,94.60,94.68,94.54,94.60,94.44,94.54,94.36,94.44,94.25,94.36,#N/A,94.25,94.68,94.75
10/9/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/10/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/11/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/12/1999,94.59,94.67,94.53,94.59,94.42,94.53,94.33,94.42,94.22,94.33,#N/A,94.22,94.67,94.76
10/13/1999,94.60,94.68,94.54,94.60,94.42,94.54,94.33,94.42,94.22,94.33,#N/A,94.22,94.68,94.76
10/14/1999,94.59,94.67,94.54,94.59,94.39,94.54,94.33,94.39,94.19,94.33,#N/A,94.19,94.67,94.76
10/15/1999,94.61,94.69,94.55,94.61,94.40,94.55,94.34,94.40,94.20,94.34,#N/A,94.20,94.69,94.76
10/16/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/17/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/18/1999,94.61,94.68,94.56,94.61,94.42,94.56,94.36,94.42,94.23,94.36,#N/A,94.23,94.68,94.76
10/19/1999,94.59,94.67,94.54,94.59,94.39,94.54,94.33,94.39,94.18,94.33,#N/A,94.18,94.67,94.77
10/20/1999,94.59,94.66,94.54,94.59,94.38,94.54,94.31,94.38,94.16,94.31,#N/A,94.16,94.66,94.78
10/21/1999,94.59,94.67,94.55,94.59,94.38,94.55,94.31,94.38,94.16,94.31,#N/A,94.16,94.67,94.79
10/22/1999,94.60,94.68,94.56,94.60,94.41,94.56,94.35,94.41,94.20,94.35,#N/A,94.20,94.68,94.79
10/23/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/24/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/25/1999,94.59,94.67,94.54,94.59,94.39,94.54,94.32,94.39,94.17,94.32,#N/A,94.17,94.67,94.79
10/26/1999,94.57,94.67,94.53,94.57,94.38,94.53,94.30,94.38,94.17,94.30,#N/A,94.17,94.67,94.79
10/27/1999,94.58,94.67,94.54,94.58,94.39,94.54,94.32,94.39,94.18,94.32,#N/A,94.18,94.67,94.79
10/28/1999,94.57,94.67,94.55,94.57,94.44,94.55,94.37,94.44,94.24,94.37,#N/A,94.24,94.67,94.79
10/29/1999,94.60,94.68,94.58,94.60,94.49,94.58,94.43,94.49,94.30,94.43,#N/A,94.30,94.68,94.80
10/30/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/31/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/1/1999,94.57,94.59,94.47,94.57,94.41,94.47,94.27,94.41,#N/A,94.27,#N/A,#N/A,94.59,94.68
11/2/1999,94.58,94.60,94.49,94.58,94.42,94.49,94.29,94.42,#N/A,94.29,#N/A,#N/A,94.60,94.69
11/3/1999,94.58,94.61,94.49,94.58,94.42,94.49,94.29,94.42,#N/A,94.29,#N/A,#N/A,94.61,94.70
11/4/1999,94.61,94.63,94.52,94.61,94.46,94.52,94.34,94.46,#N/A,94.34,#N/A,#N/A,94.63,94.70
11/5/1999,94.63,94.65,94.54,94.63,94.49,94.54,94.39,94.49,#N/A,94.39,#N/A,#N/A,94.65,94.71
11/6/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/7/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/8/1999,94.62,94.63,94.53,94.62,94.48,94.53,94.38,94.48,#N/A,94.38,#N/A,#N/A,94.63,94.71
11/9/1999,94.60,94.62,94.51,94.60,94.46,94.51,94.36,94.46,#N/A,94.36,#N/A,#N/A,94.62,94.70
11/10/1999,94.57,94.59,94.48,94.57,94.42,94.48,94.30,94.42,#N/A,94.30,#N/A,#N/A,94.59,94.68
11/11/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/12/1999,94.58,94.59,94.49,94.58,94.43,94.49,94.32,94.43,#N/A,94.32,#N/A,#N/A,94.59,94.68
11/13/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/14/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/15/1999,94.57,94.58,94.47,94.57,94.41,94.47,94.30,94.41,#N/A,94.30,#N/A,#N/A,94.58,94.66
11/16/1999,94.50,94.50,94.42,94.50,94.34,94.42,94.26,94.34,#N/A,94.26,#N/A,#N/A,94.50,94.62
11/17/1999,94.49,94.50,94.42,94.49,94.36,94.42,94.28,94.36,#N/A,94.28,#N/A,#N/A,94.50,94.62
11/18/1999,94.51,94.52,94.42,94.51,94.36,94.42,94.27,94.36,#N/A,94.27,#N/A,#N/A,94.52,94.62
11/19/1999,94.52,94.53,94.41,94.52,94.35,94.41,94.27,94.35,#N/A,94.27,#N/A,#N/A,94.53,94.62
11/20/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/21/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/22/1999,94.52,94.53,94.40,94.52,94.34,94.40,94.25,94.34,94.18,94.25,94.11,94.18,94.53,94.62
11/23/1999,94.52,94.53,94.40,94.52,94.35,94.40,94.26,94.35,94.19,94.26,94.11,94.19,94.53,94.61
11/24/1999,94.51,94.53,94.39,94.51,94.34,94.39,94.25,94.34,94.18,94.25,94.09,94.18,94.53,94.59
11/25/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/26/1999,94.51,94.53,94.38,94.51,94.33,94.38,94.24,94.33,94.17,94.24,94.07,94.17,94.53,94.57
11/27/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/28/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/1999,94.50,94.53,94.36,94.50,94.31,94.36,94.22,94.31,94.15,94.22,94.03,94.15,94.53,94.58
11/30/1999,94.51,94.54,94.36,94.51,94.31,94.36,94.24,94.31,94.17,94.24,94.05,94.17,94.54,94.58
12/1/1999,94.34,94.51,94.29,94.34,94.22,94.29,94.14,94.22,94.02,94.14,93.95,94.02,94.51,94.53
12/2/1999,94.33,94.50,94.28,94.33,94.19,94.28,94.12,94.19,94.00,94.12,93.93,94.00,94.50,94.53
12/3/1999,94.34,94.52,94.30,94.34,94.21,94.30,94.14,94.21,94.03,94.14,93.96,94.03,94.52,94.53
12/4/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/5/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/6/1999,94.33,94.51,94.29,94.33,94.19,94.29,94.12,94.19,94.01,94.12,93.94,94.01,94.51,94.53
12/7/1999,94.33,94.51,94.28,94.33,94.19,94.28,94.12,94.19,94.01,94.12,93.94,94.01,94.51,94.53
12/8/1999,94.33,94.52,94.28,94.33,94.19,94.28,94.12,94.19,94.01,94.12,93.94,94.01,94.52,94.54
12/9/1999,94.34,94.50,94.28,94.34,94.20,94.28,94.13,94.20,94.04,94.13,93.98,94.04,94.50,94.53
12/10/1999,94.34,94.51,94.29,94.34,94.21,94.29,94.17,94.21,94.09,94.17,94.03,94.09,94.51,94.53
12/11/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/12/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/1999,94.32,94.51,94.27,94.32,94.19,94.27,94.15,94.19,94.06,94.15,94.01,94.06,94.51,94.54
12/14/1999,94.29,94.49,94.23,94.29,94.13,94.23,94.09,94.13,94.00,94.09,93.95,94.00,94.49,94.54
12/15/1999,94.29,94.49,94.23,94.29,94.13,94.23,94.07,94.13,93.96,94.07,93.89,93.96,94.49,94.57
12/16/1999,94.27,94.49,94.21,94.27,94.10,94.21,94.04,94.10,93.92,94.04,93.86,93.92,94.49,94.57
12/17/1999,94.27,94.49,94.21,94.27,94.10,94.21,94.04,94.10,93.92,94.04,93.86,93.92,94.49,94.57
12/18/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/19/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/20/1999,94.24,94.47,94.19,94.24,94.08,94.19,94.01,94.08,93.90,94.01,93.84,93.90,94.47,94.57
12/21/1999,94.24,94.47,94.19,94.24,94.07,94.19,94.00,94.07,93.89,94.00,93.83,93.89,94.47,94.56
12/22/1999,94.24,94.49,94.18,94.24,94.06,94.18,94.00,94.06,93.88,94.00,93.82,93.88,94.49,94.58
12/23/1999,94.23,94.50,94.18,94.23,94.05,94.18,93.99,94.05,93.87,93.99,93.81,93.87,94.50,94.57
12/24/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/25/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/27/1999,94.23,94.52,94.17,94.23,94.04,94.17,93.98,94.04,93.86,93.98,93.80,93.86,94.52,94.61
12/28/1999,94.22,94.54,94.17,94.22,94.05,94.17,93.98,94.05,93.86,93.98,93.80,93.86,94.54,94.66
12/29/1999,94.23,94.59,94.17,94.23,94.06,94.17,94.00,94.06,93.88,94.00,93.83,93.88,94.59,94.76
12/30/1999,94.23,94.57,94.17,94.23,94.06,94.17,93.99,94.06,93.87,93.99,93.81,93.87,94.57,94.70
12/31/1999,94.21,94.21,94.15,94.15,94.03,94.03,93.96,93.96,93.83,93.83,93.77,93.77,94.56,94.56
1/1/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/3/2000,94.13,94.19,94.01,94.13,93.94,94.01,93.82,93.94,93.75,93.82,#N/A,93.75,94.19,94.55
1/4/2000,94.14,94.21,94.03,94.14,93.96,94.03,93.85,93.96,93.78,93.85,#N/A,93.78,94.21,94.58
1/5/2000,94.12,94.19,94.00,94.12,93.93,94.00,93.82,93.93,93.74,93.82,#N/A,93.74,94.19,94.59
1/6/2000,94.14,94.20,94.02,94.14,93.95,94.02,93.84,93.95,93.76,93.84,#N/A,93.76,94.20,94.58
1/7/2000,94.14,94.21,94.02,94.14,93.96,94.02,93.85,93.96,93.79,93.85,#N/A,93.79,94.21,94.57
1/8/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/9/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/10/2000,94.13,94.20,94.01,94.13,93.95,94.01,93.85,93.95,93.77,93.85,#N/A,93.77,94.20,94.55
1/11/2000,94.12,94.19,94.00,94.12,93.92,94.00,93.83,93.92,93.75,93.83,#N/A,93.75,94.19,94.55
1/12/2000,94.11,94.19,93.99,94.11,93.91,93.99,93.81,93.91,93.69,93.81,#N/A,93.69,94.19,94.56
1/13/2000,94.12,94.20,94.00,94.12,93.93,94.00,93.84,93.93,93.72,93.84,#N/A,93.72,94.20,94.56
1/14/2000,94.13,94.22,94.00,94.13,93.91,94.00,93.83,93.91,93.71,93.83,#N/A,93.71,94.22,94.56
1/15/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/16/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/17/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/18/2000,94.13,94.21,94.00,94.13,93.91,94.00,93.82,93.91,93.70,93.82,#N/A,93.70,94.21,94.55
1/19/2000,94.14,94.22,94.02,94.14,93.93,94.02,93.84,93.93,93.72,93.84,#N/A,93.72,94.22,94.54
1/20/2000,94.14,94.22,94.02,94.14,93.93,94.02,93.84,93.93,93.72,93.84,#N/A,93.72,94.22,94.56
1/21/2000,94.14,94.22,94.02,94.14,93.94,94.02,93.85,93.94,93.73,93.85,#N/A,93.73,94.22,94.56
1/22/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/23/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/2000,94.15,94.22,94.03,94.15,93.94,94.03,93.86,93.94,93.74,93.86,#N/A,93.74,94.22,94.56
1/25/2000,94.15,94.22,94.03,94.15,93.96,94.03,93.87,93.96,93.77,93.87,#N/A,93.77,94.22,94.56
1/26/2000,94.15,94.22,94.03,94.15,93.95,94.03,93.85,93.95,93.76,93.85,#N/A,93.76,94.22,94.56
1/27/2000,94.15,94.22,94.03,94.15,93.94,94.03,93.85,93.94,93.74,93.85,93.67,93.74,94.22,94.56
1/28/2000,94.11,94.20,93.97,94.11,93.88,93.97,93.76,93.88,93.65,93.76,93.58,93.65,94.20,94.56
1/29/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/30/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/31/2000,94.09,94.18,93.94,94.09,93.83,93.94,93.71,93.83,93.61,93.71,93.54,93.61,94.18,94.56
2/1/2000,93.94,94.09,93.83,93.94,93.71,93.83,93.62,93.71,93.56,93.62,93.46,93.56,94.09,94.19
2/2/2000,93.94,94.13,93.81,93.94,93.68,93.81,93.59,93.68,93.53,93.59,93.43,93.53,94.13,94.24
2/3/2000,93.97,94.16,93.84,93.97,93.71,93.84,93.62,93.71,93.56,93.62,93.46,93.56,94.16,94.25
2/4/2000,93.95,94.16,93.83,93.95,93.70,93.83,93.60,93.70,93.54,93.60,93.44,93.54,94.16,94.25
2/5/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/6/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/7/2000,93.94,94.16,93.83,93.94,93.70,93.83,93.59,93.70,93.55,93.59,93.45,93.55,94.16,94.25
2/8/2000,93.96,94.16,93.85,93.96,93.74,93.85,93.63,93.74,93.59,93.63,93.48,93.59,94.16,94.26
2/9/2000,93.95,94.15,93.85,93.95,93.74,93.85,93.62,93.74,93.58,93.62,93.47,93.58,94.15,94.26
2/10/2000,93.96,94.16,93.87,93.96,93.76,93.87,93.61,93.76,93.56,93.61,93.45,93.56,94.16,94.25
2/11/2000,93.97,94.16,93.88,93.97,93.78,93.88,93.61,93.78,93.57,93.61,93.47,93.57,94.16,94.25
2/12/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/13/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/14/2000,93.98,94.16,93.90,93.98,93.79,93.90,93.64,93.79,93.60,93.64,93.51,93.60,94.16,94.25
2/15/2000,93.98,94.16,93.90,93.98,93.79,93.90,93.64,93.79,93.60,93.64,93.51,93.60,94.16,94.25
2/16/2000,93.98,94.16,93.90,93.98,93.79,93.90,93.61,93.79,93.57,93.61,93.47,93.57,94.16,94.25
2/17/2000,93.94,94.15,93.85,93.94,93.73,93.85,93.55,93.73,93.50,93.55,93.35,93.50,94.15,94.25
2/18/2000,93.95,94.15,93.86,93.95,93.73,93.86,93.57,93.73,93.51,93.57,93.35,93.51,94.15,94.26
2/19/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/20/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/2000,93.98,94.16,93.89,93.98,93.78,93.89,93.63,93.78,93.59,93.63,93.45,93.59,94.16,94.26
2/23/2000,93.97,94.15,93.88,93.97,93.77,93.88,93.62,93.77,93.58,93.62,93.44,93.58,94.15,94.26
2/24/2000,93.99,94.16,93.92,93.99,93.82,93.92,93.69,93.82,93.66,93.69,93.56,93.66,94.16,94.26
2/25/2000,94.00,94.17,93.93,94.00,93.85,93.93,93.75,93.85,93.72,93.75,93.63,93.72,94.17,94.27
2/26/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/27/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/28/2000,93.99,94.17,93.93,93.99,93.83,93.93,93.71,93.83,93.68,93.71,93.59,93.68,94.17,94.27
2/29/2000,93.99,94.17,93.92,93.99,93.82,93.92,93.68,93.82,93.65,93.68,93.56,93.65,94.17,94.27
3/1/2000,93.92,93.99,93.82,93.92,93.69,93.82,93.66,93.69,93.57,93.66,#N/A,93.57,93.99,94.17
3/2/2000,93.91,93.99,93.81,93.91,93.68,93.81,93.65,93.68,93.56,93.65,#N/A,93.56,93.99,94.17
3/3/2000,93.92,93.99,93.82,93.92,93.70,93.82,93.67,93.70,93.58,93.67,#N/A,93.58,93.99,94.17
3/4/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/5/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/6/2000,93.90,93.98,93.79,93.90,93.66,93.79,93.63,93.66,93.52,93.63,#N/A,93.52,93.98,94.16
3/7/2000,93.90,93.98,93.79,93.90,93.66,93.79,93.63,93.66,93.52,93.63,#N/A,93.52,93.98,94.17
3/8/2000,93.90,93.98,93.79,93.90,93.66,93.79,93.63,93.66,93.52,93.63,93.41,93.52,93.98,94.17
3/9/2000,93.90,93.98,93.79,93.90,93.67,93.79,93.63,93.67,93.51,93.63,93.43,93.51,93.98,94.17
3/10/2000,93.89,93.98,93.77,93.89,93.65,93.77,93.61,93.65,93.49,93.61,93.41,93.49,93.98,94.17
3/11/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/12/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/13/2000,93.89,93.97,93.77,93.89,93.65,93.77,93.61,93.65,93.49,93.61,93.41,93.49,93.97,94.16
3/14/2000,93.89,93.97,93.77,93.89,93.64,93.77,93.61,93.64,93.49,93.61,93.41,93.49,93.97,94.16
3/15/2000,93.88,93.97,93.76,93.88,93.63,93.76,93.59,93.63,93.47,93.59,93.39,93.47,93.97,94.16
3/16/2000,93.88,93.97,93.76,93.88,93.63,93.76,93.59,93.63,93.47,93.59,93.39,93.47,93.97,94.15
3/17/2000,93.87,93.97,93.75,93.87,93.63,93.75,93.59,93.63,93.48,93.59,93.40,93.48,93.97,94.15
3/18/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/19/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/20/2000,93.87,93.97,93.75,93.87,93.62,93.75,93.58,93.62,93.47,93.58,93.39,93.47,93.97,94.15
3/21/2000,93.87,93.99,93.76,93.87,93.62,93.76,93.58,93.62,93.47,93.58,93.39,93.47,93.99,94.16
3/22/2000,93.88,93.99,93.76,93.88,93.62,93.76,93.59,93.62,93.48,93.59,93.41,93.48,93.99,94.16
3/23/2000,93.86,93.99,93.72,93.86,93.57,93.72,93.54,93.57,93.43,93.54,93.36,93.43,93.99,94.15
3/24/2000,93.83,93.98,93.69,93.83,93.53,93.69,93.49,93.53,93.38,93.49,93.28,93.38,93.98,94.15
3/25/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/26/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/27/2000,93.82,93.98,93.67,93.82,93.51,93.67,93.47,93.51,93.36,93.47,93.25,93.36,93.98,94.14
3/28/2000,93.83,93.98,93.68,93.83,93.52,93.68,93.49,93.52,93.38,93.49,93.27,93.38,93.98,94.14
3/29/2000,93.83,93.98,93.67,93.83,93.51,93.67,93.48,93.51,93.37,93.48,93.26,93.37,93.98,94.15
3/30/2000,93.84,93.98,93.69,93.84,93.53,93.69,93.50,93.53,93.40,93.50,93.32,93.40,93.98,94.15
3/31/2000,93.83,93.98,93.68,93.83,93.52,93.68,93.49,93.52,93.39,93.49,93.31,93.39,93.98,94.14
4/1/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/3/2000,93.68,93.83,93.53,93.68,93.50,93.53,93.39,93.50,93.32,93.39,93.27,93.32,93.83,93.99
4/4/2000,93.76,93.89,93.62,93.76,93.61,93.62,93.57,93.61,93.52,93.57,93.47,93.52,93.89,94.01
4/5/2000,93.72,93.87,93.56,93.72,93.55,93.56,93.52,93.55,93.47,93.52,93.42,93.47,93.87,94.00
4/6/2000,93.71,93.87,93.55,93.71,93.53,93.55,93.49,93.53,93.43,93.49,93.38,93.43,93.87,93.99
4/7/2000,93.71,93.86,93.55,93.71,93.53,93.55,93.49,93.53,93.43,93.49,93.38,93.43,93.86,93.99
4/8/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/10/2000,93.71,93.86,93.56,93.71,93.55,93.56,93.51,93.55,93.46,93.51,93.42,93.46,93.86,93.99
4/11/2000,93.71,93.86,93.56,93.71,93.55,93.56,93.51,93.55,93.46,93.51,93.42,93.46,93.86,93.99
4/12/2000,93.71,93.86,93.56,93.71,93.54,93.56,93.49,93.54,93.44,93.49,93.40,93.44,93.86,93.99
4/13/2000,93.72,93.87,93.56,93.72,93.55,93.56,93.50,93.55,93.45,93.50,93.41,93.45,93.87,94.00
4/14/2000,93.72,93.86,93.56,93.72,93.55,93.56,93.51,93.55,93.48,93.51,93.44,93.48,93.86,93.99
4/15/2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
